PermitClass,PermitTypeDesc,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,StatusCurrent,OriginalAddress1,OriginalCity,OriginalZip
Commercial,Addition/Alteration,0,0,0,"17,000",Withdrawn,2625 NE VILLAGE LN,SEATTLE,98105
Commercial,Addition/Alteration,,,,"15,000",Reviews In Process,2326 CALIFORNIA AVE SW,SEATTLE,98116
Single Family/Duplex,Addition/Alteration,,,,"6,000",Issued,187 27th AVE,,
Commercial,Tenant Improvment,,,,"417,476",Corrections Required,701 N 34TH ST,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,0,0,0,"145,489",Reviews In Process,4421 49TH AVE S,SEATTLE,98118
Commercial,Addition/Alteration,,,,"25,000",Corrections Required,8702 AURORA AVE N,SEATTLE,98103
Single Family/Duplex,New,,,,"259,740",Reviews In Process,8717 12TH AVE NW,SEATTLE,98117
Single Family/Duplex,Demolition,,,,"540,000",Issued,1806 19TH AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,0,0,1,"168,499",Reviews In Process,11812 32ND AVE NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,,,,"6,000",Application Completed,7340 16TH AVE NW,,
Single Family/Duplex,Addition/Alteration,,,,"23,134",Issued,7777 11TH AVE SW,SEATTLE,98106
Single Family/Duplex,New,0,0,1,"381,302",Corrections Required,1925 SW WEBSTER ST,SEATTLE,98106
Single Family/Duplex,Addition/Alteration,1,0,0,"175,000",Issued,5809 ANN ARBOR AVE NE,,
Commercial,Tenant Improvment,,,,"70,000",Issued,1101 WESTLAKE AVE N,SEATTLE,98109
Industrial,New,,,,"50,000",Reviews In Process,2701 26TH AVE SW,SEATTLE,98106
Commercial,Addition/Alteration,,,,"5,000",Completed,3520 FREMONT AVE N,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,1,0,0,"250,000",Corrections Required,8250 42ND AVE NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,0,"18,000",Issued,825 16TH AVE,SEATTLE,98122
Single Family/Duplex,Addition/Alteration,1,0,0,"45,000",Issued,4214 S FINDLAY ST,SEATTLE,98118
Single Family/Duplex,New,2,1,1,"633,294",Reviews In Process,107 TOWER PL,SEATTLE,98109
Commercial,Addition/Alteration,,,,"50,000",Issued,2621 5TH AVE,SEATTLE,98121
Commercial,Addition/Alteration,,,,"45,000",Reviews In Process,635 Elliott AVE W,,
Single Family/Duplex,Addition/Alteration,,,,"10,000",Corrections Required,2115 12TH AVE E,SEATTLE,98102
Single Family/Duplex,Addition/Alteration,1,0,1,"75,000",Awaiting Information,7529 30TH AVE NW,SEATTLE,98117
Single Family/Duplex,New,,,,"20,000",Awaiting Information,5622 45TH AVE SW,SEATTLE,98136
Single Family/Duplex,Addition/Alteration,0,0,0,"500,000",Issued,2223 11TH AVE E,SEATTLE,98102
Institutional,Addition/Alteration,0,0,0,"20,000",Issued,6000 16TH AVE SW,SEATTLE,98106
Commercial,Tenant Improvment,,,,"2,190,000",Reviews In Process,1301 5TH AVE,SEATTLE,98101
Multifamily,New,,,,"311,979",Reviews In Process,7776 HIGHLAND PARK WAY SW,SEATTLE,98106
Multifamily,Demolition,3,3,57,"5,602,031",Corrections Required,7907 GREENWOOD AVE N,SEATTLE,98103
Multifamily,New,1,1,7,"463,644",Application Completed,7714 M L KING JR WAY S,SEATTLE,98118
Single Family/Duplex,Addition/Alteration,,,,"60,000",Issued,4507 NE Tulane PL,,
Single Family/Duplex,New,,,,"433,196",Reviews In Process,3625 WALLINGFORD AVE N,SEATTLE,98103
Single Family/Duplex,Change of Use Only - No Construction,1,0,1,"1,000",Completed,3950 GREENWOOD AVE N,SEATTLE,98103
Single Family/Duplex,New,0,0,2,"300,000",Application Completed,3546 B S MORGAN ST,SEATTLE,98118
Single Family/Duplex,New,1,1,1,"300,541",Reviews In Process,11709 20TH AVE NE,SEATTLE,98125
Multifamily,Addition/Alteration,0,0,0,"38,993",Issued,7919 WALLINGFORD AVE N,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,,,,"200,000",Issued,808 NW MARKET ST,SEATTLE,98107
Multifamily,New,0,0,120,"9,037,913",Reviews In Process,2912 BEACON AVE S,SEATTLE,98144
Commercial,Addition/Alteration,,,,500,Issued,2722 ELLIOTT AVE,SEATTLE,98121
Single Family/Duplex,Addition/Alteration,,,,"6,000",Issued,2320 N 137TH ST,SEATTLE,98133
Institutional,Addition/Alteration,,,,"700,000",Reviews In Process,1959 NE PACIFIC ST,SEATTLE,98195
Single Family/Duplex,Addition/Alteration,1,0,1,"80,000",Reviews In Process,5014 36TH AVE SW,SEATTLE,98126
Multifamily,New,,,,"1,002,017",Reviews In Process,916 NW 56TH ST,SEATTLE,98107
Single Family/Duplex,Addition/Alteration,,,,"15,000",Issued,7057 24TH AVE NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,,,,"100,000",Issued,1030 39TH AVE E,SEATTLE,98112
Institutional,,0,0,0,"54,000,000",Reviews In Process,3200 23RD AVE S,SEATTLE,98144
Commercial,Addition/Alteration,0,0,0,"10,000",Awaiting Information,1325 6TH AVE,SEATTLE,98101
Single Family/Duplex,,1,1,1,"350,000",Issued,113 NW 76TH ST,SEATTLE,98117
Commercial,Tenant Improvment,,,,"120,000",Issued,701 5TH AVE,SEATTLE,98104
Multifamily,New,,,,"577,050",Application Completed,922 NW 56TH ST,SEATTLE,98107
Commercial,Addition/Alteration,0,0,0,"15,000",Reviews In Process,1601 5TH AVE,SEATTLE,98101
Commercial,,,,,"14,000",Completed,12059 LAKE CITY WAY NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,1,0,1,"80,000",Corrections Required,3250 42ND AVE W,SEATTLE,98199
Commercial,,,,,"275,000",Reviews In Process,3201 S NORFOLK ST,SEATTLE,98118
Single Family/Duplex,Addition/Alteration,,,,"10,000",Issued,5555 S HOLLY ST,SEATTLE,98118
Multifamily,New,0,0,8,"431,832",Reviews In Process,918 N 100TH ST,,
Commercial,Tenant Improvment,,,,"21,000",Issued,600 UNIVERSITY ST,SEATTLE,98101
Multifamily,Addition/Alteration,0,0,1,"2,000",Reviews In Process,5216 22ND AVE NE,SEATTLE,98105
Single Family/Duplex,Addition/Alteration,1,0,0,0,Inspections Completed,321 NW 90TH ST,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,,,,"45,000",Ready for Issuance,1057 NE 106TH ST,SEATTLE,98125
Commercial,Tenant Improvment,,,,"250,000",Issued,1300 5TH AVE,SEATTLE,98101
Single Family/Duplex,Addition/Alteration,1,0,0,"100,000",Issued,2128 E Interlaken BLVD,,
Single Family/Duplex,Addition/Alteration,,,,"150,000",Issued,4551 46TH AVE SW,SEATTLE,98116
Commercial,Addition/Alteration,,,,"95,000",Ready for Issuance,2001 Western AVE,,
Single Family/Duplex,Addition/Alteration,,,,"250,000",Reviews In Process,9027 EVANSTON AVE N,SEATTLE,98103
Commercial,Addition/Alteration,,,,"15,000",Completed,901 RAINIER AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,1,"450,000",Reviews In Process,3037 12TH AVE W,SEATTLE,98119
Single Family/Duplex,New,,,,"588,777",Reviews In Process,2337 NW 99TH ST,SEATTLE,98117
Single Family/Duplex,New,1,1,3,"393,712",Reviews In Process,9524 3rd AVE NE,,
Multifamily,Addition/Alteration,31,0,0,"73,260",Awaiting Information,21 W LEE ST,SEATTLE,98119
Multifamily,New,4,4,18,"749,010",Reviews In Process,8313 12th AVE NW,,
Multifamily,Addition/Alteration,,,,"30,000",Issued,2450 DEXTER AVE N,SEATTLE,98109
Institutional,New,,,,"429,579",Reviews In Process,1115 COLUMBIA ST,SEATTLE,98104
Single Family/Duplex,Addition/Alteration,,,,"100,000",Awaiting Information,215 HOWE ST,SEATTLE,98109
Commercial,Addition/Alteration,0,0,0,"75,000",Reviews In Process,600 UNIVERSITY ST,SEATTLE,98101
Single Family/Duplex,Addition/Alteration,,,,"15,674",Issued,3201 30TH AVE W,SEATTLE,98199
Commercial,Tenant Improvment,,,,"80,000",Corrections Required,1100 DEXTER AVE N,SEATTLE,98109
Single Family/Duplex,Addition/Alteration,,,,"50,000",Issued,7925 17th AVE SW,,
Single Family/Duplex,New,,,,"653,028",Reviews In Process,1524 5TH AVE W,SEATTLE,98119
Single Family/Duplex,Addition/Alteration,,,,"40,000",Issued,1229 6TH AVE N,SEATTLE,98109
Single Family/Duplex,Addition/Alteration,1,0,0,"5,000",Issued,8831 16TH AVE SW,SEATTLE,98106
Multifamily,New,,,,"342,324",Application Completed,847 NW 57TH ST,SEATTLE,98107
Single Family/Duplex,Addition/Alteration,,,,"35,000",Issued,1602 S BENNETT ST,SEATTLE,98108
Single Family/Duplex,Addition/Alteration,,,,"4,125",Completed,2914 S HILL ST,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,0,"410,000",Issued,160 37TH AVE E,SEATTLE,98112
Single Family/Duplex,Addition/Alteration,,,,"2,250",Reviews In Process,6322 44TH AVE S,SEATTLE,98118
Single Family/Duplex,Addition/Alteration,,,,"45,000",Issued,3019 47TH AVE SW,SEATTLE,98116
Single Family/Duplex,Addition/Alteration,1,0,1,"139,421",Issued,3610 NE 123RD ST,SEATTLE,98125
Single Family/Duplex,New,,,,"25,000",Corrections Required,3615 23RD AVE W,SEATTLE,98199
Single Family/Duplex,New,,,,"668,246",Reviews In Process,10063 DIBBLE AVE NW,SEATTLE,98177
Commercial,Demolition,0,0,450,0,Reviews In Process,912 RAINIER AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,0,"35,000",Issued,5518 26TH AVE NE,SEATTLE,98105
Commercial,Tenant Improvment,,,,"145,000",Issued,900 4TH AVE,SEATTLE,98104
Single Family/Duplex,Addition/Alteration,,,,"65,000",Issued,4002 32ND AVE W,SEATTLE,98199
Multifamily,New,,,,"194,067",Application Completed,922 N 88TH ST,SEATTLE,98103
Commercial,Addition/Alteration,,,,"225,000",Issued,2614 NE university village ST,,
Single Family/Duplex,Addition/Alteration,,,,"65,000",Issued,13254 4TH AVE NW,SEATTLE,98177
Single Family/Duplex,Addition/Alteration,,,,"175,000",Issued,6410 57th AVE S,,
Multifamily,New,,,,"15,651,177",Reviews In Process,2101 22ND AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,0,"15,000",Reviews In Process,9953 RAINIER AVE S,SEATTLE,98118
Multifamily,New,,,,"25,195,645",Reviews In Process,1710 12TH AVE,SEATTLE,98122
Single Family/Duplex,New,,,,"542,503",Reviews In Process,11822 31ST PL NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,,,,"72,800",Issued,13430 MERIDIAN AVE N,SEATTLE,98133
Single Family/Duplex,Addition/Alteration,1,0,0,"112,000",Reviews In Process,4054 40TH AVE SW,SEATTLE,98116
Single Family/Duplex,Addition/Alteration,,,,"500,000",Reviews In Process,621 NW 52ND ST,SEATTLE,98107
Single Family/Duplex,New,1,1,3,"320,936",Application Completed,9002 15TH AVE SW,SEATTLE,98106
Single Family/Duplex,Addition/Alteration,0,0,0,"138,585",Issued,11333 SAND POINT WAY NE,SEATTLE,98125
Commercial,Demolition,3,3,492,0,Reviews In Process,2222 15TH AVE W,SEATTLE,98119
Single Family/Duplex,Addition/Alteration,1,0,1,"103,632",Application Completed,8652 FAUNTLEROY WAY SW,SEATTLE,98136
Commercial,Addition/Alteration,,,,"75,000",Awaiting Information,102 OCCIDENTAL AVE S,SEATTLE,98104
Single Family/Duplex,New,,,,"50,000",Issued,2423 E VALLEY ST,,
Multifamily,New,,,,"479,623",Application Completed,1716 N 47TH ST,SEATTLE,98103
Single Family/Duplex,Addition/Alteration,1,0,1,"127,445",Issued,6411 WOODLAND PL N,SEATTLE,98103
Multifamily,Addition/Alteration,,,,"2,400",Reviews In Process,7422 EAST GREEN LAKE DR N,SEATTLE,98115
Commercial,,,,,"60,000",Reviews In Process,8333 55TH AVE NE,SEATTLE,98115
Multifamily,Addition/Alteration,0,0,0,"25,000",Issued,501 EASTLAKE AVE E,SEATTLE,98109
Multifamily,New,,,,"472,293",Reviews In Process,3426 LAFAYETTE AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,0,"75,000",Issued,706 N 63RD ST,,
Commercial,Tenant Improvment,,,,"78,291",Awaiting Information,900 4TH AVE,SEATTLE,98104
Commercial,Addition/Alteration,,,,"20,000",Reviews In Process,2600 SW HOLDEN ST,SEATTLE,98126
Single Family/Duplex,New,,,,"178,058",Corrections Required,4406 39TH AVE SW,SEATTLE,98116
Single Family/Duplex,Addition/Alteration,,,,"35,000",Issued,2005 S STEVENS ST,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,0,"55,975",Corrections Required,2108 NW 98TH ST,SEATTLE,98117
Single Family/Duplex,Demolition,,,,"660,000",Issued,750 N 68TH ST,SEATTLE,98103
Institutional,Temporary,,,,0,Completed,550 13TH AVE,SEATTLE,98122
Commercial,Tenant Improvment,,,,"599,000",Issued,3131 ELLIOTT AVE,SEATTLE,98121
Commercial,New,,,,"30,053,023",Reviews In Process,8501 15TH AVE NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,1,0,0,"125,000",Issued,2652 39TH AVE SW,SEATTLE,98116
Commercial,Tenant Improvment,,,,"15,000",Awaiting Information,1601 5TH AVE,SEATTLE,98101
Single Family/Duplex,Addition/Alteration,,,,"20,000",Issued,6750 36TH AVE SW,SEATTLE,98126
Commercial,Addition/Alteration,,,,"90,000",Issued,2707 RAINIER AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,0,"20,000",Issued,2347 46TH AVE SW,SEATTLE,98116
Multifamily,Addition/Alteration,0,0,0,"20,000",Issued,1701 N 45TH ST,SEATTLE,98103
Single Family/Duplex,Demolition,1,1,3,0,Application Completed,2415 E BOSTON ST,SEATTLE,98112
Single Family/Duplex,Addition/Alteration,,,,"30,000",Issued,9702 13TH AVE NW,SEATTLE,98117
Multifamily,Demolition,,,,"5,000,000",Reviews In Process,1007 NE 71ST ST,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,0,"30,000",Corrections Required,7539 BROOKLYN AVE NE,SEATTLE,98115
Multifamily,New,4,4,18,"741,517",Application Completed,8313 12th AVE NW,,
Single Family/Duplex,Addition/Alteration,,,,"30,000",Reviews In Process,406 31ST AVE,SEATTLE,98122
Commercial,Addition/Alteration,0,0,0,"20,000",Issued,14401 GREENWOOD AVE N,SEATTLE,98133
Single Family/Duplex,Addition/Alteration,,,,"80,000",Issued,2460 MONTAVISTA PL W,SEATTLE,98199
Single Family/Duplex,Addition/Alteration,,,,"8,850",Completed,2504 29TH AVE W,SEATTLE,98199
Single Family/Duplex,Addition/Alteration,,,,"34,705",Reviews In Process,208 N 54TH ST,SEATTLE,98103
Multifamily,Addition/Alteration,4,0,0,"395,000",Issued,7100 CALIFORNIA AVE SW,SEATTLE,98136
Single Family/Duplex,Addition/Alteration,1,0,0,"500,000",Reviews In Process,2127 5TH AVE W,SEATTLE,98119
Commercial,Addition/Alteration,,,,"150,000",Reviews In Process,2001 W GARFIELD ST,SEATTLE,98119
Single Family/Duplex,New,0,0,23,"57,116",Application Completed,6343 NE 65TH ST,SEATTLE,98115
Commercial,Addition/Alteration,,,,"40,195",Issued,300 9TH AVE,SEATTLE,98104
Single Family/Duplex,New,,,,"689,708",Reviews In Process,11830 31ST PL NE,SEATTLE,98125
Multifamily,Addition/Alteration,,,,"15,000",Ready for Issuance,1415 2nd AVE,,
Single Family/Duplex,New,0,0,23,"57,116",Application Completed,6343 NE 65TH ST,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,,,,"5,000",Issued,2759 44TH AVE SW,,
Single Family/Duplex,Addition/Alteration,,,,"50,000",Issued,10573 14TH AVE NW,,
Multifamily,New,,,,"1,007,187",Reviews In Process,722 N 36TH ST,SEATTLE,98103
Single Family/Duplex,,,,,0,Issued,4726 19TH AVE NE,,
Single Family/Duplex,,,,,"1,000",Issued,843 NW 54TH ST,SEATTLE,98107
Single Family/Duplex,New,1,0,0,"25,000",Issued,3232 33RD AVE W,SEATTLE,98199
Single Family/Duplex,Addition/Alteration,,,,"271,997",Reviews In Process,1351 LAKE WASHINGTON BLVD S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,,,,"1,700",Corrections Required,3630 NE 73RD PL,SEATTLE,98115
Institutional,Addition/Alteration,,,,"3,500,000",Reviews In Process,2800 1ST AVE,SEATTLE,98121
Single Family/Duplex,Addition/Alteration,0,0,0,"20,000",Issued,942 M L KING JR WAY,SEATTLE,98122
Single Family/Duplex,Addition/Alteration,,,,"20,000",Issued,13028 9th AVE NW,,
Single Family/Duplex,Addition/Alteration,,,,"16,044",Issued,2627 3RD AVE N,SEATTLE,98109
Single Family/Duplex,Addition/Alteration,,,,"10,000",Completed,7335 14th AVE NW,,
Single Family/Duplex,Addition/Alteration,,,,"141,194",Reviews In Process,2761 NE 98TH ST,SEATTLE,98115
Multifamily,Addition/Alteration,,,,"12,000",Reviews In Process,4545 Sand Point WAY NE,,
Single Family/Duplex,Addition/Alteration,1,0,0,"90,000",Issued,3322 NE 80TH ST,SEATTLE,98115
Single Family/Duplex,Curb Cut,,,,"1,000",Issued,3201 S BYRON ST,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,1,0,0,"113,943",Issued,3203 10TH AVE W,SEATTLE,98119
Commercial,Addition/Alteration,,,,"200,000",Awaiting Information,505 MADISON ST,SEATTLE,98104
Single Family/Duplex,Addition/Alteration,,,,"150,000",Reviews In Process,8213 23RD AVE NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,1,"4,000",Issued,1234 19TH AVE E,SEATTLE,98112
Single Family/Duplex,Addition/Alteration,1,0,0,"484,143",Reviews In Process,3207 36TH AVE W,SEATTLE,98199
Single Family/Duplex,Addition/Alteration,,,,"115,000",Issued,945 NW ELFORD DR,SEATTLE,98177
Single Family/Duplex,New,,,,"385,892",Reviews In Process,8048 16TH AVE NW,SEATTLE,98117
Multifamily,New,,,,"333,542",Application Completed,2315 N 113TH PL,,
Single Family/Duplex,Addition/Alteration,,,,"5,940",Completed,331 N 72ND ST,SEATTLE,98103
Commercial,Addition/Alteration,,,,"30,000",Completed,1325 4TH AVE,SEATTLE,98101
Single Family/Duplex,New,0,0,3,"220,311",Application Completed,3546 A S MORGAN ST,SEATTLE,98118
Single Family/Duplex,Addition/Alteration,1,0,0,"49,214",Issued,7710 FOREST DR NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,0,"5,000",Issued,2516 3RD AVE W,SEATTLE,98119
Commercial,Addition/Alteration,,,,"500,000",Issued,11545 15th AVE NE,,
Single Family/Duplex,Addition/Alteration,1,0,0,"10,000",Issued,9220 17TH AVE NE,SEATTLE,98115
Commercial,Addition/Alteration,,,,"337,028",Application Completed,13100 STONE AVE N,SEATTLE,98133
Multifamily,Addition/Alteration,1,0,0,"100,000",Issued,2021 1ST AVE,SEATTLE,98121
Commercial,Addition/Alteration,,,,"15,000",Corrections Required,3214 W MCGRAW ST,SEATTLE,98199
Single Family/Duplex,Addition/Alteration,1,0,0,"410,009",Reviews In Process,936 N 78TH ST,SEATTLE,98103
Multifamily,New,,,,"461,506",Application Completed,3425 ALAMO PL S,SEATTLE,98144
Commercial,Addition/Alteration,0,0,0,"32,000",Corrections Required,400 PINE ST,SEATTLE,98101
Single Family/Duplex,Addition/Alteration,1,0,0,"400,000",Corrections Required,8224 43RD AVE NE,SEATTLE,98115
Commercial,Addition/Alteration,0,0,0,"15,000",Issued,5601 RAINIER AVE S,SEATTLE,98118
Single Family/Duplex,Addition/Alteration,0,0,0,"50,000",Reviews In Process,6545 48TH AVE NE,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,1,"160,552",Reviews In Process,1129 N 84TH ST,SEATTLE,98103
Multifamily,Addition/Alteration,,,,"12,000",Issued,1631 16TH AVE,,
Single Family/Duplex,New,,,,"264,917",Application Completed,4626 S ORCHARD ST,SEATTLE,98118
Single Family/Duplex,Demolition,,,,"600,000",Reviews Completed,8028 MARY AVE NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,1,0,0,"11,700",Issued,5554 30TH AVE NE,SEATTLE,98105
Single Family/Duplex,Addition/Alteration,1,0,0,"15,000",Issued,5607 47th AVE SW,,
Multifamily,New,1,1,104,"8,124,654",Corrections Required,1415 22ND AVE,SEATTLE,98122
Commercial,Change of Use Only - No Construction,0,0,0,"92,151",Reviews In Process,2114 WESTERN AVE,SEATTLE,98121
Commercial,Addition/Alteration,,,,"3,000",Completed,227 WESTLAKE AVE N,SEATTLE,98109
Single Family/Duplex,Addition/Alteration,,,,"5,000",Issued,2522 E HOWELL ST,SEATTLE,98122
Commercial,Addition/Alteration,0,0,0,"50,000",Corrections Required,4500 UNIVERSITY WAY NE,SEATTLE,98105
Single Family/Duplex,New,0,0,3,"743,117",Reviews In Process,10044 RAVENNA AVE NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,1,0,0,"14,605",Corrections Required,4520 48TH AVE S,SEATTLE,98118
Multifamily,,0,0,125,0,Reviews In Process,14317 LAKE CITY WAY NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,,,,"60,000",Awaiting Information,12014 10TH AVE NW,SEATTLE,98177
Single Family/Duplex,Addition/Alteration,1,0,0,"40,000",Application Completed,3712 BELVIDERE AVE SW,SEATTLE,98126
Single Family/Duplex,Demolition,1,1,3,"800,000",Awaiting Information,8002 30TH AVE NW,SEATTLE,98117
Single Family/Duplex,Addition/Alteration,1,0,1,"250,000",Issued,4606 NE 47TH ST,SEATTLE,98105
Single Family/Duplex,Addition/Alteration,1,0,0,"10,000",Application Completed,10208 15TH AVE NE,SEATTLE,98125
Multifamily,Addition/Alteration,0,0,0,"45,000",Issued,1450 E REPUBLICAN ST,SEATTLE,98112
Single Family/Duplex,Addition/Alteration,1,0,0,"50,000",Issued,536 NE 85TH ST,SEATTLE,98115
Single Family/Duplex,Addition/Alteration,1,0,0,"100,000",Reviews In Process,101 MADRONA PL E,SEATTLE,98112
Single Family/Duplex,Addition/Alteration,1,0,0,"400,000",Reviews In Process,6737 18TH AVE NW,SEATTLE,98117
Multifamily,Addition/Alteration,,,,"125,000",Issued,900 UNIVERSITY ST,SEATTLE,98101
Commercial,Tenant Improvment,,,,"100,000",Awaiting Information,2015 WESTERN AVE,SEATTLE,98121
Commercial,Addition/Alteration,,,,"65,000",Issued,1420 5TH AVE,SEATTLE,98101
Institutional,,0,0,0,"54,000,000",Reviews In Process,3200 23RD AVE S,SEATTLE,98144
Single Family/Duplex,New,0,0,3,"789,942",Reviews In Process,10048 RAVENNA AVE NE,SEATTLE,98125
Single Family/Duplex,New,,,,"295,387",Application Completed,2226 NE 125TH ST,SEATTLE,98125
Single Family/Duplex,New,,,,"467,322",Application Completed,1819 S LANE ST,SEATTLE,98144
Commercial,Addition/Alteration,,,,"20,000",Reviews In Process,2404 S MCCLELLAN ST,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,,,,"56,321",Application Completed,9517 14TH AVE NW,SEATTLE,98117
Multifamily,,,,,"159,000",Reviews In Process,12233 ASHWORTH AVE N,SEATTLE,98133
Single Family/Duplex,New,0,0,2,"300,000",Application Completed,3546 B S MORGAN ST,SEATTLE,98118
Single Family/Duplex,New,,,,"710,513",Reviews In Process,4427 2ND AVE NW,,
Commercial,Addition/Alteration,,,,"157,413",Reviews In Process,601 N 34th ST,,
Single Family/Duplex,Addition/Alteration,1,0,0,"30,000",Issued,3701 SW HENDERSON ST,SEATTLE,98126
Multifamily,Addition/Alteration,,,,"26,192",Issued,8331 WABASH AVE S,SEATTLE,98118
Single Family/Duplex,Addition/Alteration,,,,"73,000",Issued,5518 6TH AVE NW,SEATTLE,98107
Industrial,,,,,"1,210,000",Application Completed,149 SW KENYON ST,SEATTLE,98106
Single Family/Duplex,Addition/Alteration,,,,"5,000",Completed,4310 43RD AVE NE,SEATTLE,98105
Single Family/Duplex,New,,,,"434,778",Reviews In Process,2331 NW 99TH ST,SEATTLE,98117
Single Family/Duplex,New,,,,"265,650",Reviews In Process,6210 20TH AVE NW,SEATTLE,98107
Single Family/Duplex,Addition/Alteration,,,,"50,000",Issued,2425 1ST AVE N,SEATTLE,98109
Single Family/Duplex,Addition/Alteration,,,,"5,000",Issued,5422 37TH AVE SW,SEATTLE,98126
Single Family/Duplex,New,0,0,6,"289,593",Application Completed,12554 35TH AVE NE,SEATTLE,98125
Institutional,Addition/Alteration,,,,"75,000",Corrections Required,201 MERCER ST,SEATTLE,98109
Single Family/Duplex,Addition/Alteration,,,,"10,000",Issued,316 33RD AVE,SEATTLE,98122
Multifamily,New,,,,"404,449",Reviews In Process,619 MALDEN AVE E,SEATTLE,98112
Commercial,Demolition,,,,"650,000",Reviews In Process,815 S WELLER ST,SEATTLE,98104
Single Family/Duplex,New,0,0,23,"57,116",Application Completed,6343 NE 65TH ST,SEATTLE,98115
Institutional,Addition/Alteration,,,,"951,000",Reviews In Process,1959 NE PACIFIC ST,SEATTLE,98195
Single Family/Duplex,Addition/Alteration,,,,"2,000",Completed,3512 HAHN PL S,SEATTLE,98144
Commercial,Tenant Improvment,,,,"260,000",Issued,1200 5TH AVE,SEATTLE,98101
Single Family/Duplex,New,1,1,3,"320,936",Reviews In Process,9002 15TH AVE SW,SEATTLE,98106
Single Family/Duplex,Addition/Alteration,,,,"10,000",Issued,2116 N 122ND ST,SEATTLE,98133
Single Family/Duplex,Addition/Alteration,,,,"6,000",Completed,10748 3rd AVE NW,,
Single Family/Duplex,Addition/Alteration,1,0,0,"400,000",Application Completed,8306 LINDEN AVE N,SEATTLE,98103
Single Family/Duplex,New,,,,"192,803",Reviews In Process,2711 NW 70TH ST,SEATTLE,98117
Multifamily,New,,,,"770,715",Reviews In Process,2315 N 113TH PL,,
Single Family/Duplex,Addition/Alteration,,,,"3,025",Completed,3700 41ST AVE SW,SEATTLE,98116
Single Family/Duplex,Addition/Alteration,1,0,1,"154,757",Corrections Required,11052 12TH AVE NE,SEATTLE,98125
Single Family/Duplex,Addition/Alteration,,,,"156,628",Reviews In Process,7908 29TH AVE SW,SEATTLE,98126
Single Family/Duplex,New,,,,"594,731",Reviews In Process,3043 NW 65TH ST,SEATTLE,98117
Commercial,Demolition,,,,"5,000",Issued,6519 16TH AVE NE,SEATTLE,98115
Single Family/Duplex,New,1,1,4,"373,737",Reviews In Process,2227 NW 63RD ST,SEATTLE,98107
Single Family/Duplex,New,,,,"307,005",Reviews In Process,3417 ALAMO PL S,SEATTLE,98144
Institutional,Addition/Alteration,,,,"7,500",Reviews In Process,1915 NE CHELAN LN,SEATTLE,98195
Single Family/Duplex,Addition/Alteration,1,0,0,"50,000",Issued,1070 24TH AVE E,SEATTLE,98112
Industrial,Addition/Alteration,,,,"9,600",Reviews In Process,8300 MILITARY RD S,SEATTLE,98108
Single Family/Duplex,Addition/Alteration,,,,"242,000",Issued,1929 10TH AVE E,SEATTLE,98102
Single Family/Duplex,New,1,0,0,"385,372",Reviews In Process,5007 WOODLAWN AVE N,SEATTLE,98103
Multifamily,Addition/Alteration,,,,"55,350",Application Completed,2005 13TH AVE W,SEATTLE,98119
Institutional,,0,0,0,"54,000,000",Reviews In Process,3200 23RD AVE S,SEATTLE,98144
Single Family/Duplex,Addition/Alteration,,,,"30,000",Ready for Issuance,2619 NE 82ND ST,SEATTLE,98115
Single Family/Duplex,New,,,,"205,013",Application Completed,2218 NE 125TH ST,SEATTLE,98125
Commercial,,,,,"100,000",Issued,3111 RAINIER AVE S,SEATTLE,98144
Multifamily,Addition/Alteration,,,,"90,000",Issued,1001 Queen Anne AVE N,SEATTLE,98109
